Period,Admissions,Feature1
600.56488052257123,418.89926831236443,274
600.56488052257123,655.1933177725889,535
600.56488052257123,779.76788440100017,635
600.56488052257123,279.07519100769269,189
600.56488052257123,357.87250129462387,290
600.56488052257123,640.88886372993363,747
600.56488052257123,652.55473952129421,596
600.56488052257123,948.19456164946325,969
600.56488052257123,706.11881073015468,579
600.56488052257123,1036.4684490140799,993
600.56488052257123,902.54512317102854,900
600.56488052257123,674.39049636021366,501
600.56488052257123,802.86260541701222,650
600.56488052257123,330.98640334382094,340
600.56488052257123,908.58082942779947,622
600.56488052257123,630.17069459904837,429
600.56488052257123,138.91962997751224,57
600.56488052257123,944.38612740742485,838
600.56488052257123,254.58273900962405,28
600.56488052257123,907.76055303851979,805
600.56488052257123,724.07830192796291,641
600.56488052257123,762.09129972625794,631
600.56488052257123,828.63589051434906,878
600.56488052257123,452.87023617783041,359
600.56488052257123,796.03290491602127,623
600.56488052257123,583.88678058325843,520
600.56488052257123,554.5656464487372,408
600.56488052257123,733.18163160078029,577
600.56488052257123,877.70764215432496,945
600.56488052257123,618.97369974899561,472
600.56488052257123,437.49525292583922,322
600.56488052257123,527.07631848407254,272
600.56488052257123,1103.0661073660908,962
600.56488052257123,312.24437976303375,367
600.56488052257123,575.14283713155396,365
600.56488052257123,1038.30979465271,940
600.56488052257123,378.78867209798148,94
600.56488052257123,361.92009891652106,228
600.56488052257123,585.44752811129695,433
600.56488052257123,-35.899467237343458,102
600.56488052257123,963.0779575519432,633
600.56488052257123,5.7861517226369159,25
600.56488052257123,817.71339276177173,722
600.56488052257123,164.05233140228322,104
600.56488052257123,498.45304497745042,231
600.56488052257123,134.10064346002329,233
600.56488052257123,826.24030602021037,865
600.56488052257123,682.36366693867626,605
600.56488052257123,522.50662349108916,316
600.56488052257123,935.6034246882457,967
600.56488052257123,1011.3847949578197,953
600.56488052257123,662.68550937349676,626
600.56488052257123,132.11002172459348,125
600.56488052257123,952.36234409615975,871
600.56488052257123,479.51260112729614,506
600.56488052257123,1142.0902210099928,998
600.56488052257123,1060.401363745689,926
600.56488052257123,459.31102323933538,392
600.56488052257123,515.50026389472862,353
600.56488052257123,597.07219417982867,461
600.56488052257123,202.10707855947575,265
600.56488052257123,338.02712673913766,325
600.56488052257123,837.76760656749627,796
600.56488052257123,810.22338183763577,827
600.56488052257123,1087.6640440997337,907
600.56488052257123,249.46902367773609,172
600.56488052257123,297.04601841791288,185
600.56488052257123,66.399277508985591,9
600.56488052257123,482.80072900022668,368
600.56488052257123,225.62185579688457,110
600.56488052257123,326.42432183572322,258
600.56488052257123,650.49931583241346,691
600.56488052257123,165.26241744393829,27
600.56488052257123,173.18509524006438,207
600.56488052257123,1112.9830516801935,834
600.56488052257123,140.84406649715109,21
600.56488052257123,484.82439533146226,597
600.56488052257123,205.93158069649388,119
600.56488052257123,1071.081240481459,968
600.56488052257123,730.73287229823848,617
600.56488052257123,528.24648547039874,225
600.56488052257123,920.77281442666333,759
600.56488052257123,742.05964984120044,572
600.56488052257123,1157.2651721843208,887
600.56488052257123,740.10804213156507,676
600.56488052257123,269.58146614096,266
600.56488052257123,649.15900724668063,599
600.56488052257123,510.37283437025792,321
600.56488052257123,676.44027991541691,485
600.56488052257123,701.84009647691119,393
600.56488052257123,842.22127617171691,944
600.56488052257123,655.15520775702066,587
600.56488052257123,715.15268116111122,602
600.56488052257123,952.05607453848086,808
600.56488052257123,919.13541628004714,883
600.56488052257123,397.0246126696515,413
600.56488052257123,994.74665225749402,957
