Period,Admissions,Feature1
579.92721345629877,195.5681139155607,281
579.92721345629877,1221.0926813045703,250
579.92721345629877,946.18432389869042,838
579.92721345629877,499.6075466463476,213
579.92721345629877,1104.7975269837925,858
579.92721345629877,1228.8272461944994,288
579.92721345629877,1222.4560215564429,173
579.92721345629877,878.51287098681894,266
579.92721345629877,824.24047648238991,539
579.92721345629877,580.5593788940414,587
579.92721345629877,504.00882621708126,333
579.92721345629877,-176.1835781302608,533
579.92721345629877,1092.0502834323574,217
579.92721345629877,577.74514641570579,751
579.92721345629877,159.52468924650384,735
579.92721345629877,1449.1381492381752,442
579.92721345629877,638.66469675574729,654
579.92721345629877,189.48792167059474,478
579.92721345629877,47.827253019488694,663
579.92721345629877,1022.2473775661138,653
579.92721345629877,-25.845483292033521,247
579.92721345629877,568.97658319754737,526
579.92721345629877,1339.9083625948701,520
579.92721345629877,1570.493430013089,99
579.92721345629877,590.11376724862748,665
579.92721345629877,877.54774067379481,211
579.92721345629877,640.91813671862019,154
579.92721345629877,93.919008736735776,5
579.92721345629877,-349.88416401440372,85
579.92721345629877,-613.42047784408282,299
579.92721345629877,1757.1747149449388,643
579.92721345629877,830.56114588203491,547
579.92721345629877,1095.2740278025854,736
579.92721345629877,899.53029129092067,328
579.92721345629877,-93.423588827986919,377
579.92721345629877,1577.892931060115,893
579.92721345629877,691.27662638413983,608
579.92721345629877,927.1189676828094,296
579.92721345629877,1254.8827087711552,917
579.92721345629877,647.53279969416951,447
579.92721345629877,397.20252261057675,330
579.92721345629877,1993.0156280561534,833
579.92721345629877,756.80049062847252,865
579.92721345629877,606.3052288319052,379
579.92721345629877,665.42031211680319,111
579.92721345629877,99.510436534869825,502
579.92721345629877,1000.7365055027403,272
579.92721345629877,930.24525908693658,621
579.92721345629877,-165.33476553956007,115
579.92721345629877,2540.5657700845977,920
579.92721345629877,1004.2618123877069,550
579.92721345629877,-40.869509710979059,471
579.92721345629877,-78.459795148987837,436
579.92721345629877,336.54549490931817,528
579.92721345629877,237.07331637409675,652
579.92721345629877,-244.94344972453172,26
579.92721345629877,-105.7349794057198,160
579.92721345629877,-357.41157551313665,183
579.92721345629877,987.18990078709589,679
579.92721345629877,883.35124540718198,566
579.92721345629877,965.84716845368359,927
579.92721345629877,-266.75383686420491,791
579.92721345629877,447.79467294538955,771
579.92721345629877,984.07355782293541,784
579.92721345629877,546.99796892669895,422
579.92721345629877,1126.6607964261389,720
579.92721345629877,1419.5160424031512,688
579.92721345629877,1879.8076567916203,699
579.92721345629877,1561.5511543349053,541
579.92721345629877,621.10602095166541,560
579.92721345629877,1153.3309426546184,194
579.92721345629877,-198.50177235409365,909
579.92721345629877,1968.6456080024418,687
579.92721345629877,-130.02238899587576,704
579.92721345629877,185.25095695670908,123
579.92721345629877,-557.59828492743111,215
579.92721345629877,56.719967468719631,254
579.92721345629877,444.75105469151009,274
579.92721345629877,1578.6596488125504,382
579.92721345629877,594.7549964342777,42
579.92721345629877,-442.64057361728533,353
579.92721345629877,-172.09004164428325,77
579.92721345629877,-543.83951016967183,91
579.92721345629877,202.30276265660791,430
579.92721345629877,208.67977937964383,409
579.92721345629877,-414.289828631099,334
579.92721345629877,547.80058330388874,323
579.92721345629877,498.5525831528999,781
579.92721345629877,1091.1825461693479,513
579.92721345629877,-21.509210318676367,237
579.92721345629877,260.14533700365632,73
579.92721345629877,1801.4949803249299,777
579.92721345629877,-45.099428102680349,498
579.92721345629877,1047.098241089559,729
579.92721345629877,1006.4336603575559,934
579.92721345629877,103.63645102110837,371
579.92721345629877,948.39602085911702,481
579.92721345629877,739.51405934167269,415
579.92721345629877,1158.7065194983029,885
579.92721345629877,-55.601695773817653,317
579.92721345629877,172.06212583445591,158
579.92721345629877,1239.652836180855,963
579.92721345629877,842.1027592310254,787
