Period,Admissions,Feature1
621.72167498761314,350.26340737050202,498
621.72167498761314,2318.7096956114492,658
621.72167498761314,-591.90157965750655,719
621.72167498761314,1354.5768762069556,751
621.72167498761314,-148.96376362039359,668
621.72167498761314,-72.607548606066302,136
621.72167498761314,1024.136836261498,639
621.72167498761314,190.93731658260947,630
621.72167498761314,727.90703355601738,445
621.72167498761314,1457.450601654446,413
621.72167498761314,237.89769618751166,958
621.72167498761314,1721.7299820411167,854
621.72167498761314,1061.2296067987845,752
621.72167498761314,594.61937565535197,191
621.72167498761314,711.73906624786207,450
621.72167498761314,1581.4341449474075,875
621.72167498761314,-376.91234453721813,218
621.72167498761314,939.53473889712689,659
621.72167498761314,-459.97141682092399,391
621.72167498761314,1999.0669382153901,587
621.72167498761314,2290.3713416138053,236
621.72167498761314,1259.1878379807158,489
621.72167498761314,228.53827097880892,179
621.72167498761314,112.27470777439197,362
621.72167498761314,305.99758251900431,123
621.72167498761314,-349.61289221107995,57
621.72167498761314,2335.1842471982723,21
621.72167498761314,-329.57874438350564,995
621.72167498761314,914.28620440042198,242
621.72167498761314,720.6137955839589,202
621.72167498761314,1305.882696467397,835
621.72167498761314,465.93072003521524,219
621.72167498761314,-2.2040075440263536,966
621.72167498761314,1311.2194505596742,442
621.72167498761314,-858.00258038912261,661
621.72167498761314,1390.2726949929277,902
621.72167498761314,-217.82396020388478,667
621.72167498761314,332.7026759976701,940
621.72167498761314,1467.1840814667883,899
621.72167498761314,928.58555840518954,47
621.72167498761314,2304.9882889903006,431
621.72167498761314,833.20646220121625,666
621.72167498761314,392.04571331602278,974
621.72167498761314,-130.51439784972376,967
621.72167498761314,-225.05165552985386,652
621.72167498761314,141.88541296908255,465
621.72167498761314,-62.648320908419578,475
621.72167498761314,-212.75021833482936,466
621.72167498761314,1479.6230366741083,872
621.72167498761314,988.72664818341309,588
621.72167498761314,-430.65926417858282,310
621.72167498761314,983.55003062253195,411
621.72167498761314,509.58963633041208,44
621.72167498761314,2204.8546786731613,768
621.72167498761314,-731.77926815376964,227
621.72167498761314,1138.4939050416144,277
621.72167498761314,534.02782287225364,86
621.72167498761314,-433.27195632124744,605
621.72167498761314,610.56489184153531,642
621.72167498761314,-571.74263019101238,334
621.72167498761314,1362.887725483019,612
621.72167498761314,-180.6763155849203,81
621.72167498761314,1306.9493026106556,495
621.72167498761314,111.64516072486481,714
621.72167498761314,1166.7403531940543,551
621.72167498761314,714.24063736879179,183
621.72167498761314,379.54383731040997,506
621.72167498761314,273.09253659554417,65
621.72167498761314,-643.70480362743547,898
621.72167498761314,-374.06395420066519,590
621.72167498761314,-1496.5757240159155,397
621.72167498761314,388.90965444916839,23
621.72167498761314,169.64659848370911,629
621.72167498761314,476.79370668691632,493
621.72167498761314,-794.95008795397052,725
621.72167498761314,1311.024765038419,287
621.72167498761314,162.48868020219771,540
621.72167498761314,-574.59108115692857,399
621.72167498761314,939.4367253894012,246
621.72167498761314,953.32759064135439,16
621.72167498761314,1844.9663586071474,965
621.72167498761314,69.497381824593276,302
621.72167498761314,-710.45748753055591,824
621.72167498761314,731.77049994744948,332
621.72167498761314,-853.54808885042598,753
621.72167498761314,2350.329918010777,947
621.72167498761314,1034.1016050118824,523
621.72167498761314,1050.945673666396,279
621.72167498761314,-94.869617755976037,596
621.72167498761314,2125.1988560784475,315
621.72167498761314,1785.0197119651634,722
621.72167498761314,-519.92926968251345,546
621.72167498761314,230.32301199561246,255
621.72167498761314,53.018577741004151,577
621.72167498761314,1285.8230382315285,823
621.72167498761314,-447.80105195602255,484
621.72167498761314,1110.134542862877,207
621.72167498761314,1769.2258507116517,979
621.72167498761314,-3.1058752984375815,691
621.72167498761314,-89.137743080640803,906
621.72167498761314,-788.07481768936827,270
