Period,Admissions,Feature1
608.90430446650203,-18.718268058562728,148
608.90430446650203,1218.3643074455467,789
608.90430446650203,371.14417247020185,336
608.90430446650203,262.70028408908348,491
608.90430446650203,810.64472670306327,676
608.90430446650203,193.56954039353761,37
608.90430446650203,264.64620452669931,950
608.90430446650203,1509.3395330791773,952
608.90430446650203,820.13446235921015,687
608.90430446650203,1004.1703070227063,672
608.90430446650203,308.85642276865502,293
608.90430446650203,209.48610705953399,50
608.90430446650203,-138.81604793655964,197
608.90430446650203,906.72840283427252,709
608.90430446650203,710.2861429565844,457
608.90430446650203,553.40300734654602,764
608.90430446650203,269.74550717395556,124
608.90430446650203,598.12324326985708,323
608.90430446650203,291.17140926860452,202
608.90430446650203,858.54663679080727,864
608.90430446650203,1200.800271164574,898
608.90430446650203,248.03859150310694,236
608.90430446650203,420.91772303218801,768
608.90430446650203,386.72232343834355,720
608.90430446650203,908.35440418581891,488
608.90430446650203,1235.5177968839762,599
608.90430446650203,686.97029495841332,9
608.90430446650203,-52.159469667702638,100
608.90430446650203,1780.7637438376919,749
608.90430446650203,498.33808878336765,456
608.90430446650203,200.63151599568232,36
608.90430446650203,955.587538449769,608
608.90430446650203,-125.95166197779639,101
608.90430446650203,624.49990106790585,870
608.90430446650203,426.50097740725255,321
608.90430446650203,537.93834365117766,109
608.90430446650203,433.08239785134089,458
608.90430446650203,693.67506392795178,615
608.90430446650203,-15.69343816515601,64
608.90430446650203,326.20664650632364,147
608.90430446650203,528.74699567809932,666
608.90430446650203,737.14716385249199,927
608.90430446650203,-17.169583731962064,149
608.90430446650203,458.13793533050637,823
608.90430446650203,-246.13506706986749,1
608.90430446650203,773.87598628817682,632
608.90430446650203,881.58898759679755,135
608.90430446650203,634.50867502997608,112
608.90430446650203,205.55536203897887,199
608.90430446650203,874.52095744822384,688
608.90430446650203,1165.5585825566841,471
608.90430446650203,480.56673116275965,366
608.90430446650203,779.60579387972768,311
608.90430446650203,225.88397852438311,237
608.90430446650203,1166.2042983505546,912
608.90430446650203,425.51218395867687,165
608.90430446650203,-362.32574975110083,51
608.90430446650203,825.28002569387968,840
608.90430446650203,725.13357684560276,569
608.90430446650203,1061.0846561028261,507
608.90430446650203,1220.9720877985185,780
608.90430446650203,387.01210200619857,341
608.90430446650203,149.46008333180626,292
608.90430446650203,1488.1815105877226,832
608.90430446650203,1108.8747604067789,799
608.90430446650203,-124.96184002446171,183
608.90430446650203,300.03865216352585,117
608.90430446650203,232.95902138544443,76
608.90430446650203,504.68126432748107,74
608.90430446650203,740.47996318271476,529
608.90430446650203,694.22562293084457,436
608.90430446650203,1202.2210257274949,859
608.90430446650203,732.51035615695605,252
608.90430446650203,574.49822865854503,625
608.90430446650203,554.17373112638052,430
608.90430446650203,502.71434091788359,382
608.90430446650203,1567.9838402706605,997
608.90430446650203,503.28548263172604,494
608.90430446650203,56.235790301674911,485
608.90430446650203,500.36190610065375,306
608.90430446650203,1276.8819024565721,685
608.90430446650203,697.67855911090339,490
608.90430446650203,310.6449900370979,94
608.90430446650203,1220.6717560790639,598
608.90430446650203,586.93110083918179,665
608.90430446650203,368.11454493817143,769
608.90430446650203,1.2031287537488424,104
608.90430446650203,195.92860309417756,207
608.90430446650203,613.59844640795063,643
608.90430446650203,844.45208642547868,378
608.90430446650203,219.14260732351414,393
608.90430446650203,639.1401281970692,675
608.90430446650203,601.64376207341161,353
608.90430446650203,702.86519614276551,420
608.90430446650203,1077.7854240262104,909
608.90430446650203,98.789165041543527,41
608.90430446650203,692.62633364975227,580
608.90430446650203,803.16562878032403,744
608.90430446650203,992.98715303905783,660
608.90430446650203,1115.9964180211987,748
608.90430446650203,346.46842438586248,105
608.90430446650203,544.30386643141821,445
608.90430446650203,489.91862102973784,662
608.90430446650203,521.53959457202632,694
608.90430446650203,959.17252300510677,674
608.90430446650203,1028.7432616742185,804
608.90430446650203,590.84317489681268,502
608.90430446650203,715.21361808362599,484
608.90430446650203,302.89725864192326,160
608.90430446650203,775.57784663974155,679
608.90430446650203,1091.2171776103903,993
608.90430446650203,469.34494942414534,600
608.90430446650203,300.61496381566093,115
608.90430446650203,789.56761067431853,405
608.90430446650203,87.25235995636092,678
608.90430446650203,405.5424384147874,437
608.90430446650203,844.9250902771613,508
608.90430446650203,-132.81953823091186,192
608.90430446650203,486.00284475378925,272
608.90430446650203,1132.1605553377965,712
608.90430446650203,772.88351872882458,496
608.90430446650203,549.5576649200633,696
608.90430446650203,492.69132835363797,722
608.90430446650203,743.50627223199706,159
608.90430446650203,1062.6071742935046,572
608.90430446650203,631.58427666165062,664
608.90430446650203,853.66121402818885,534
608.90430446650203,542.12367929933544,771
608.90430446650203,1120.1135827947423,576
608.90430446650203,909.8471033343526,828
608.90430446650203,350.24451220164855,433
608.90430446650203,764.66572324253673,286
608.90430446650203,1401.7749610026335,979
608.90430446650203,1145.9629050533424,994
608.90430446650203,274.58516876184956,29
608.90430446650203,683.72604524571511,372
608.90430446650203,47.865742312858004,313
608.90430446650203,461.37134130710888,274
608.90430446650203,200.32688128540633,111
608.90430446650203,714.73920567555479,934
608.90430446650203,1428.3537902608673,961
608.90430446650203,-80.151054607259312,384
608.90430446650203,462.14642875528085,228
608.90430446650203,918.31635083664878,893
608.90430446650203,836.26411819171881,500
608.90430446650203,865.60737779041438,594
608.90430446650203,293.197548543697,200
608.90430446650203,-162.76801495761117,324
608.90430446650203,1356.431701140534,711
608.90430446650203,395.95009783201033,571
608.90430446650203,994.69523074373205,263
608.90430446650203,847.89231719630834,439
608.90430446650203,198.26449225914337,290
608.90430446650203,578.58755694036972,182
608.90430446650203,1008.042467507006,953
608.90430446650203,1068.8788621858985,225
608.90430446650203,-55.944228120582238,43
