Period,Admissions,Feature1
628.49137172160545,46.906987581277349,768
628.49137172160545,723.19088955303141,186
628.49137172160545,505.11221818285992,645
628.49137172160545,983.38209803182315,535
628.49137172160545,1281.4810530480736,239
628.49137172160545,1298.2803169424953,322
628.49137172160545,620.12417230075039,840
628.49137172160545,2143.3680488385603,720
628.49137172160545,1045.8881669931638,32
628.49137172160545,338.423229776715,351
628.49137172160545,112.29726638845204,927
628.49137172160545,152.31890037039489,615
628.49137172160545,681.41793919245106,773
628.49137172160545,1193.4844966539417,313
628.49137172160545,-568.55546590721622,64
628.49137172160545,1557.2274883423215,986
628.49137172160545,-17.535714002442433,359
628.49137172160545,1430.030212344931,946
628.49137172160545,861.83928543751608,465
628.49137172160545,248.35424813069199,702
628.49137172160545,1465.1170573574798,893
628.49137172160545,613.80417479401262,781
628.49137172160545,1229.0676696311125,176
628.49137172160545,1009.9927062787846,791
628.49137172160545,482.57450864429654,174
628.49137172160545,31.819087251121317,101
628.49137172160545,1041.6580579253691,828
628.49137172160545,-820.89012007162933,928
628.49137172160545,1561.7813391401949,812
628.49137172160545,700.21072054263323,809
628.49137172160545,511.86119411147598,673
628.49137172160545,48.143668527367083,379
628.49137172160545,415.10020936651028,493
628.49137172160545,796.64379884410289,154
628.49137172160545,1885.7131262711323,703
628.49137172160545,1296.5571046381233,404
628.49137172160545,1205.4525766004001,670
628.49137172160545,-409.73664985735559,184
628.49137172160545,2221.0359281864444,966
628.49137172160545,1030.6666803138901,294
628.49137172160545,989.41224474873911,834
628.49137172160545,916.83261408040426,85
628.49137172160545,1304.8643054479396,394
628.49137172160545,107.92898726940768,273
628.49137172160545,-445.8364150708652,28
628.49137172160545,1630.5588687291386,743
628.49137172160545,297.60778647580935,595
628.49137172160545,-876.78105716251412,403
628.49137172160545,1406.3689888275453,675
628.49137172160545,344.79854714552005,133
628.49137172160545,-949.59107569361322,475
628.49137172160545,792.35119755125572,31
628.49137172160545,65.447767666182472,358
628.49137172160545,2572.0310554349671,797
628.49137172160545,1377.7770863331275,541
628.49137172160545,730.56817333852985,441
628.49137172160545,2242.7578247617162,934
628.49137172160545,-677.00078407680962,5
628.49137172160545,873.59294081851294,588
628.49137172160545,1039.4394490817197,657
628.49137172160545,-615.92884612428588,406
628.49137172160545,44.922766892932884,348
628.49137172160545,-472.06070001442197,54
628.49137172160545,111.69965625240226,208
628.49137172160545,1260.0163210903397,450
628.49137172160545,1254.123886038914,287
628.49137172160545,907.61349173095414,969
628.49137172160545,-328.41037208616422,165
628.49137172160545,1086.9180873350483,847
628.49137172160545,405.74692174059629,240
628.49137172160545,948.65843558481811,837
628.49137172160545,305.92972427759219,410
628.49137172160545,597.55460799979858,597
628.49137172160545,-360.18691490708716,528
628.49137172160545,1489.8545963686629,539
628.49137172160545,-753.22812390531431,151
628.49137172160545,1387.2775477681876,621
628.49137172160545,72.254527020047419,373
628.49137172160545,458.13153824873604,296
628.49137172160545,440.78695800386811,334
628.49137172160545,-597.93679528361008,879
628.49137172160545,1182.4347957231132,432
628.49137172160545,-868.54344402403217,161
628.49137172160545,342.10048195135482,853
628.49137172160545,891.83765400920583,318
628.49137172160545,1666.4339860990985,451
628.49137172160545,623.27166999987662,690
628.49137172160545,935.71307633351989,977
628.49137172160545,820.89778572354317,599
628.49137172160545,640.93312492824748,658
628.49137172160545,-200.43378205962711,224
628.49137172160545,-268.46371887042443,63
628.49137172160545,685.08500277696157,979
628.49137172160545,1200.9263992315468,398
628.49137172160545,1166.3292030387206,916
628.49137172160545,2045.6573756996029,494
628.49137172160545,1092.8814668642826,861
628.49137172160545,332.40841540065628,777
628.49137172160545,166.16085640395789,269
628.49137172160545,1058.4699223935379,467
628.49137172160545,598.2672767399182,945
628.49137172160545,733.28563254731694,775
628.49137172160545,1385.5885115831329,954
628.49137172160545,819.9138536270151,731
628.49137172160545,878.13382406938058,590
628.49137172160545,69.584382966154635,60
628.49137172160545,1174.2339286967099,93
628.49137172160545,414.06164831282797,665
628.49137172160545,1389.4456566126153,73
628.49137172160545,439.48807562641736,833
628.49137172160545,425.89151855129984,162
628.49137172160545,-348.67138002215097,48
628.49137172160545,2216.2439939667447,762
628.49137172160545,778.96889170417649,328
628.49137172160545,923.35452846436749,830
628.49137172160545,964.0974824919133,741
628.49137172160545,-9.2886730820716821,554
628.49137172160545,162.89740439351044,58
628.49137172160545,1014.8578360693863,959
628.49137172160545,1254.9651914089338,965
628.49137172160545,958.38750746201003,455
