2	14.5321619135
1	6.52199087436
3	14.7791561624
3	10.3169535319
3	7.92632544412
4	7.53291661114
3	7.7981566154
3	17.4232348086
5	7.78788898627
5	9.06180912854
3	10.0502922504
6	12.4061204441
3	15.2795287362
5	8.33571755149
4	8.73961773056
1	18.7349526823
6	8.03627620499
4	7.58799450791
3	10.0818683177
3	18.1441828529
5	7.04522529585
5	8.12446655301
4	9.09917003554
3	7.59392967622
7	9.31719583226
4	12.3313647903
3	11.1221014184
5	11.8332150694
5	7.34362814148
8	10.9554115662
5	10.1263890252
2	12.1292356445
4	7.30855404783
5	10.0147344385
2	12.384233173
4	10.1273713359
3	5.66645625341
1	5.68912175662
7	9.77628418532
5	12.0329330255
2	11.7293276104
5	3.51428497661
5	4.24427270449
6	7.32782228505
5	10.3361648701
6	5.79588581787
2	8.03723295027
2	16.7569420567
1	10.348357715
3	10.8944347223
4	7.42325954147
3	9.26208243275
3	11.1632746948
6	6.41413317201
6	8.90663066801
3	12.6836537605
6	10.8715046171
6	6.41872028186
8	13.1275715416
3	8.62459271679
5	13.5620832279
5	12.8940824629
3	7.03927270733
5	8.57614721987
4	5.66725314466
5	11.2484655327
6	9.53905257432
2	11.5464440117
4	6.49082487386
4	8.55950533233
3	7.92683382946
5	7.3320311845
3	9.18015831724
2	13.4644814315
6	4.48357919086
5	11.529169939
4	10.0837146785
4	15.8707072901
7	10.1862680634
5	8.0137694251
6	7.46462765291
5	11.6269915276
3	16.076906248
6	9.87811299239
2	10.1840376059
5	5.40131322659
1	9.87203442458
6	6.26900434056
4	6.88578681536
5	6.78745407925
2	9.39241916569
6	8.43759667979
3	12.2256540738
1	11.7948659656
2	14.6139775704
5	4.70615963872
2	7.10025176332
4	7.34200971577
6	8.14478849754
2	11.46408897
3	9.19245906644
2	7.57084770839
5	11.1350603287
7	9.24078719549
4	6.83527811557
3	7.5855040344
2	6.04855546095
2	10.0474813916
6	11.0892868549
4	15.6830281759
4	10.1077904765
5	10.974687449
5	12.5204926805
1	12.515168744
3	6.44232007527
4	8.90058447346
1	5.49382069881
7	8.77027483847
3	6.75301077234
6	8.3330440197
2	18.9340915448
2	15.3823459461
5	8.87131086491
4	8.56698765224
4	11.1796172868
4	9.61178377918
5	7.48877863179
7	10.7590490599
3	9.35384449299
3	17.5628170815
8	9.79105333237
3	11.334537581
4	6.84961726517
8	10.1909708658
1	16.5411487525
2	5.19386017405
2	5.40197775421
4	7.06616897718
3	9.02896243069
6	8.76048649124
5	6.83095066112
3	11.0474324747
4	11.7752625331
3	9.648193241
2	10.5419572704
4	10.1248930037
6	19.1171636711
2	11.0728756829
5	9.0254932511
2	9.59628703322
2	11.4185673063
5	10.2212651025
7	8.10704205421
3	11.257009282
2	6.97157336913
3	10.3923987202
5	10.0191647502
6	11.7523179666
6	7.86230248655
5	7.16899823991
4	13.2977103704
5	7.23776560906
1	14.8135786598
5	8.57431268851
6	8.79163501908
2	6.74060696531
3	10.3005401775
6	16.8307270397
5	3.7739327086
1	14.4972041474
5	15.4386596934
6	16.1929321056
4	7.4635860563
4	6.68564699997
5	11.4099045107
4	6.46787874672
0	15.9442161723
3	9.39739483265
4	12.4387833424
2	13.4761702055
4	8.31251546838
6	10.3707413316
4	6.83507243095
7	10.2729005342
2	4.19550692418
3	4.43519248273
1	11.8472046577
5	12.3829740575
3	5.25373276595
3	10.6504094805
7	8.69559309049
6	7.27618815466
7	7.65089350048
6	10.072401485
6	7.24298986689
2	7.87347560224
4	8.04639337008
1	10.9225660757
4	6.61252837988
4	30.3706137884
5	7.95839951474
3	16.6402228286
4	8.56920822001
2	10.2667316538
3	17.1435170315
7	12.0299453437
3	8.9595579968
3	9.47300917279
3	9.61859376932
5	16.1063171455
5	4.32788476385
5	8.97679180651
3	8.56390138569
3	6.99629103739
3	8.95514597058
4	10.0808065091
4	9.32387323583
5	9.08706642036
3	6.13699030827
2	16.915919155
4	10.0128497393
5	4.36268451725
0	11.64646658
5	4.59587898242
8	12.3477832998
6	14.3203045729
5	6.48402902001
3	17.13719328
3	14.5486987728
3	10.4231663492
5	8.3045532165
6	10.2055386941
3	9.07029715712
4	7.21141333031
4	7.5303781613
8	7.55658268518
5	8.5811104703
3	9.9645980441
2	4.95619041647
3	12.5727163122
2	11.9030982296
5	8.23393304354
7	10.0913059467
4	5.02878190092
2	6.11752088687
6	7.84739219774
2	8.14389259174
3	15.2376617232
5	7.33339956353
5	9.73127787885
4	9.50649650026
3	13.0917760723
5	10.3742983199
1	6.87333195171
3	10.2721621295
4	9.79373388399
6	8.18942430359
6	9.67901105625
4	8.58867296225
5	9.90442684401
5	7.53713689395
6	7.6696067692
3	6.0879684635
4	8.56265956531
3	13.1979684215
4	7.3229357977
6	10.7880231358
2	7.27300551826
2	8.69661012809
1	15.3724740787
3	6.51078861823
2	9.40228986058
4	6.29801343058
4	7.32674736948
3	18.3792153297
2	10.4457428644
4	12.4409511299
5	9.74323257845
4	5.50616250119
2	8.7767488734
3	11.7203576671
4	10.5384816197
6	11.3460047505
4	12.5192207015
6	9.38065689324
7	9.38663446643
3	9.52209602352
3	10.0110902117
5	36.3443471049
3	7.3370175365
4	17.4280540592
0	18.3156599619
2	5.60798306002
4	13.1318363974
7	7.28739572589
4	8.95522387807
7	9.6720531459
6	7.67260338598
4	13.5756247013
5	11.7612850311
3	9.44500015147
2	16.5647518692
2	12.6837976531
1	11.2828383275
3	11.3778446675
8	9.83119573789
5	8.37475136013
3	11.0613551751
3	6.33372725417
2	14.5914746506
4	8.06330944599
6	7.76889063979
2	13.4344269625
3	12.641604611
6	10.8679633351
3	17.8008571898
6	9.3068779306
4	5.42539833963
6	6.65857187735
3	8.62282610122
4	8.56217289782
4	6.1982101262
3	8.31225194507
6	12.0162671741
1	13.0300473361
4	11.3181560947
3	9.51156460968
2	10.6711067124
4	6.64084987787
3	8.75994326284
3	8.82649657622
6	10.418359664
7	18.5207403021
5	8.73378382426
7	7.94547377304
4	14.703650532
2	17.1163721997
3	10.2912464341
4	6.21780894415
5	3.81227565736
5	6.5249240348
3	12.0718498314
5	8.1363851795
6	13.7962905566
5	9.92769057566
6	9.64966147036
3	6.47346968486
5	9.85432678192
5	20.1924902697
6	8.64452087015
1	20.4420149221
4	5.498602874
5	8.59625050219
5	9.16881691112
6	8.59574511031
6	9.59030417041
5	6.74707424536
4	10.9538331189
5	8.31876367589
3	16.6431438904
4	10.1955413367
2	6.30347357276
3	8.52064398666
4	9.42477368455
6	10.021967206
2	12.918659992
1	11.6792932779
4	12.0388762053
5	9.76607029247
4	9.56092783343
1	12.8114820743
4	8.06374903101
3	7.01545289713
4	10.4882474412
6	9.91358066518
5	8.51632469768
5	7.64073432132
3	6.28272976152
4	13.1863166582
1	12.912577842
1	14.5002175218
2	6.3259648822
3	7.68582561216
3	12.3265363571
6	9.36911814174
3	10.7726694028
7	9.72835936578
6	7.34225041415
5	10.6009758612
5	11.3860655267
3	9.85891366735
5	5.79719648631
6	21.2253043823
5	4.71126843048
7	10.0863724101
4	11.6115843239
3	5.81385866974
4	6.17220620467
3	6.96247337341
3	9.1556262784
5	8.16056744866
1	10.7567388476
4	18.8912629037
3	8.33550899492
3	12.6922813
4	6.29817622821
3	5.77038615786
6	6.9662142164
3	8.32889286112
4	7.84799406283
3	10.151342984
5	11.9580169637
4	3.62498184701
3	9.90377895419
1	7.52397702365
1	10.2480153507
5	7.37315702873
5	7.63527997534
5	14.1028534881
3	6.0348480077
3	4.16257071823
6	7.51870529472
3	10.1035874179
7	9.01512738538
3	10.0427926984
2	9.70249719023
4	5.42301886896
6	7.01318993382
5	6.86462677143
5	5.54194702607
0	26.0408379683
